project,release,maven_reuse,maven_release,class_count,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max
spock-spring,0.7-groovy-2.0,18,"Oct, 2012",408,22,0.053921569,0.81872095,0,0,16,117,0.286764706,1.560766309,0,0,26,13190,32.32843137,149.9152094,1,0,1483,1579,3.870098039,6.301225495,2,0,52,662,1.62254902,3.202376478,1,0,30,147,0.360294118,1.9690709,0,0,30,0,0,0,0,0,0,33,0.080882353,0.607752702,0,0,8,105,0.257352941,0.86421904,0,0,9,330,0.808823529,1.050433671,0,0,5,3784,9.274509804,13.56350564,4,0,88,3359,8.232843137,14.26813083,3,0,111,360,0.882352941,2.745714973,0,0,23,246,0.602941176,3.057064349,0,0,51,720,1.764705882,4.881246207,0,0,62,23,0.056372549,0.369950629,0,0,4,13343,32.70343137,34.81587635,21,0,249,0,0,0,0,0,0,691,1.693627451,4.401447001,0,0,60,41,0.100490196,0.592500017,0,0,10,210,0.514705882,2.001173958,0,0,24,1583,3.879901961,7.519853362,1,0,54,33260,81.51960784,275.6611968,1,-1,1034,-14,-0.046979866,0.211951664,0,-1,0,1865,4.571078431,6.813763121,2,0,55,478,1.171568627,2.231112478,0,0,17,458,1.12254902,3.14821136,0,0,35,248,0.607843137,2.675420425,0,0,30,1898,4.651960784,9.20828844,1,0,86,466,1.142156863,2.590738988,0,0,30,596,1.460784314,0.950071184,1,0,6,2222,5.446078431,7.673114896,3,0,55,280,0.68627451,1.645366614,0,0,13,27,0.066176471,0.743874635,0,0,12,13086,32.07352941,45.02229298,15,0,325,7,0.017156863,0.256990243,0,0,5,2203,5.399509804,6.931372949,3,0,55,1610,3.946078431,7.280415945,1,0,61,37,0.090686275,0.504633586,0,0,5,-14,-0.046979866,0.211951664,0,-1,0,134,0.328431373,2.133153642,0,0,30,5,0.012254902,0.130569773,0,0,2,23,0.056372549,0.287766248,0,0,3,549,1.345588235,3.054891779,0,0,24
spotbugs,3.1.10,37,"Dec, 2018",4464,88,0.01980198,0.288678029,0,0,10,2423,0.545229523,2.51083221,0,0,61,126006,28.35418542,397.6705144,0,0,19493,12949,2.913816382,6.814377429,1,0,198,7613,1.71309631,15.4316627,0,0,1000,2972,0.668766877,15.10993866,0,0,1000,142,0.031953195,0.431033035,0,0,21,127,0.028577858,0.455879294,0,0,22,1511,0.340009001,1.336080312,0,0,42,4253,0.957020702,1.385009529,0,0,13,45279,10.18879388,28.3224838,3,0,816,33497,7.537578758,19.02522535,1,0,273,1719,0.386813681,1.68375667,0,0,43,2160,0.486048605,1.532610116,0,0,23,8061,1.813906391,6.656538005,0,0,140,1919,0.431818182,1.612768439,0,0,28,131065,29.49257426,47.85117118,13,0,1003,0,0,0,0,0,0,20208,4.547254725,22.50113197,0,0,1000,311,0.069981998,0.522127006,0,0,15,4754,1.069756976,4.171119619,0,0,96,12876,2.897389739,7.60028918,1,0,179,164468,37.0090009,182.9737978,1,-1,1034,-689,-0.223846654,0.416888226,0,-1,0,15874,3.572007201,7.157215859,2,0,198,3656,0.822682268,2.606121433,0,0,41,11360,2.556255626,9.228742643,0,0,225,2422,0.5450045,2.219651104,0,0,46,30756,6.920792079,24.21186272,1,0,1000,4480,1.00810081,15.16966621,0,0,1000,6799,1.529927993,1.319789947,1,0,15,17491,3.935868587,7.846213773,2,0,199,2846,0.640414041,2.287140343,0,0,49,97,0.021827183,0.236678743,0,0,8,185933,41.83910891,120.7617766,14,0,4481,109,0.024527453,0.304636875,0,0,9,17731,3.989873987,8.329509062,1,0,193,25915,5.831458146,21.62173927,1,0,1000,663,0.149189919,0.929919694,0,0,35,-689,-0.223846654,0.416888226,0,-1,0,1941,0.436768677,15.06783545,0,0,1000,135,0.030378038,0.249644791,0,0,4,1482,0.333483348,5.036570685,0,0,332,8700,1.95769577,7.145005398,0,0,228
spray-can,1.3.3,71,"Mar, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
spray-client,1.3.3,49,"Mar, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
spray-json,1.3.2,161,"Nov, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
spray-routing,1.3.3,57,"Mar, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
spring-amqp,1.7.5.RELEASE,68,"Nov, 2017",902,40,0.044345898,0.437207063,0,0,7,377,0.417960089,2.124177466,0,0,38,25448,28.21286031,208.9585962,0,0,4724,3384,3.751662971,7.783300695,1,0,99,1535,1.701773836,4.704919517,0,0,57,357,0.39578714,2.120588779,0,0,34,66,0.073170732,0.823604818,0,0,21,396,0.43902439,1.965898603,0,0,28,336,0.372505543,1.289778021,0,0,16,582,0.645232816,1.110176167,0,0,7,6949,7.703991131,17.85730732,2,0,220,8715,9.661862528,19.52419223,2,0,168,341,0.37804878,1.468154506,0,0,22,215,0.238359202,1.500185994,0,0,32,1096,1.215077605,3.915913483,0,0,42,21,0.023281596,0.232037461,0,0,4,32997,36.58203991,55.39517432,16,0,642,0,0,0,0,0,0,5929,6.573170732,17.18039919,1,0,233,305,0.338137472,2.402798052,0,0,49,777,0.861419069,2.964772337,0,0,43,2013,2.231707317,5.76746714,1,0,76,37444,41.51219512,194.8950296,1,-1,1034,-30,-0.062761506,0.242787597,0,-1,0,3904,4.328159645,8.500235992,1,0,101,1281,1.420177384,4.143346132,0,0,53,2383,2.641906874,11.95846196,0,0,219,127,0.140798226,0.942944255,0,0,16,6505,7.211751663,18.93433232,1,0,241,763,0.845898004,2.625238179,0,0,34,1248,1.383592018,0.968583736,1,0,7,4241,4.701773836,9.225788854,2,0,116,283,0.313747228,1.273920746,0,0,15,23,0.025498891,0.201033748,0,0,3,41817,46.36031042,110.3987219,12,0,1204,14,0.015521064,0.21534554,0,0,5,5051,5.599778271,7.980172429,2,0,65,5690,6.308203991,16.64456127,1,0,225,301,0.333702882,1.423816537,0,0,22,-30,-0.062761506,0.242787597,0,-1,0,210,0.232815965,1.382910059,0,0,34,26,0.028824834,0.341782483,0,0,9,231,0.256097561,1.223086044,0,0,25,927,1.027716186,4.12193546,0,0,55
spring-aop,5.2.5.RELEASE,429,"Mar, 2020",13994,964,0.068926069,0.58239917,0,0,28,7389,0.528314028,2.230341165,0,0,68,446794,31.94580295,278.3781859,0,0,16110,49297,3.524739025,6.73067323,1,0,125,18813,1.345130845,3.688332088,0,0,234,3908,0.279422279,1.83163356,0,0,99,5713,0.408479908,2.27453224,0,0,110,2145,0.153367653,1.035723254,0,0,29,2812,0.201058201,0.935710488,0,0,36,7596,0.543114543,1.054418557,0,0,8,111236,7.953381953,18.45886266,3,0,923,115884,8.285714286,16.11851061,2,0,291,5077,0.363005863,1.368735621,0,0,48,10731,0.767267267,4.500422695,0,0,168,33198,2.373659374,9.058982257,0,0,343,1118,0.07993708,2.222075842,0,0,234,622554,44.51265551,59.28869532,23,0,726,0,0,0,0,0,0,99332,7.102245102,36.28743137,1,0,1969,1275,0.091162591,0.864373217,0,0,40,9682,0.692263692,3.545601624,0,0,253,35337,2.526598027,6.080196998,1,0,125,902747,64.54647505,241.0775993,1,-1,1036,-1878,-0.180334166,0.384484004,0,-1,0,66392,4.747032747,8.281018013,2,0,168,15188,1.085943086,2.461410376,0,0,54,30444,2.176748177,16.05209404,0,0,1231,3409,0.243743744,1.775575714,0,0,66,90833,6.494565995,21.31202062,1,0,869,9172,0.655798656,2.148891421,0,0,99,23181,1.657443157,2.107069839,1,0,102,71287,5.097025597,8.814731292,2,0,180,3611,0.258186758,1.533295996,0,0,97,686,0.049049049,0.460242925,0,0,28,585401,41.85621336,105.5252053,12,0,4795,67,0.004790505,0.113663925,0,0,7,82978,5.932932933,7.859360362,3,0,195,81339,5.815744316,17.14896806,1,0,429,6182,0.442013442,1.665341521,0,0,35,-1878,-0.180334166,0.384484004,0,-1,0,1821,0.13020163,1.285543024,0,0,67,563,0.04025454,0.358395572,0,0,14,5871,0.41977692,2.747046253,0,0,126,15885,1.135778636,4.889549876,0,0,214
spring-aspects,3.1.0.RELEASE,64,"Dec, 2011",8612,932,0.112235067,0.866591716,0,0,26,3773,0.454359345,1.824951257,0,0,62,239647,28.85922447,200.4261233,0,0,6411,30289,3.647519268,6.880050466,2,0,111,10328,1.243737958,2.902416988,0,0,81,2361,0.284320809,1.605787084,0,0,75,0,0,0,0,0,0,1693,0.203877649,1.235579722,0,0,31,3080,0.370905588,1.530673602,0,0,34,5004,0.602601156,1.096158634,0,0,9,64909,7.816594412,15.93635599,2,0,250,58595,7.056237958,13.56205261,2,0,195,1918,0.230973025,1.103736209,0,0,47,2306,0.277697495,1.876714105,0,0,67,13889,1.672567437,6.376205229,0,0,205,300,0.036127168,0.353431902,0,0,13,401524,48.35308285,64.05907483,24,0,695,0,0,0,0,0,0,58074,6.99349711,31.82316635,1,0,889,1526,0.183766859,1.497984184,0,0,40,5658,0.681358382,2.563064017,0,0,75,18662,2.247350674,5.365525554,1,0,109,592883,71.39727842,254.8797461,1,-1,1034,-607,-0.110625114,0.313695923,0,-1,0,37603,4.528299615,7.597147528,2,0,111,8333,1.003492293,2.370553292,0,0,43,17625,2.122471098,12.3880532,0,0,512,1597,0.192316956,1.658843208,0,0,57,53383,6.428588632,19.2804803,1,0,383,4120,0.496146435,1.797929835,0,0,80,15106,1.819123314,2.116739976,1,0,72,39459,4.751806358,7.92304211,2,0,114,2241,0.269869942,1.243178252,0,0,26,560,0.06743738,0.604714214,0,0,27,348066,41.91546243,106.3463754,12,0,2279,62,0.007466281,0.125865469,0,0,5,40953,4.931719653,6.411181641,3,0,90,46242,5.568641618,17.16918833,1,0,356,4946,0.59561657,1.945050276,0,0,35,-607,-0.110625114,0.313695923,0,-1,0,1135,0.136681118,1.173283784,0,0,75,304,0.036608863,0.301521875,0,0,12,2429,0.292509634,2.116631039,0,0,89,9453,1.138367052,4.286668739,0,0,96
spring-beans,5.1.5.RELEASE,557,"Feb, 2019",13171,934,0.071021215,0.589106831,0,0,28,6822,0.518743822,2.235372897,0,0,68,406191,30.88670063,264.1195298,0,0,12341,50792,3.862215801,7.513113175,2,0,154,18071,1.374116037,3.727294752,0,0,228,3713,0.282335944,1.846066348,0,0,97,2625,0.199604593,1.403608547,0,0,73,2048,0.155729602,1.026680789,0,0,29,3684,0.280130789,1.271447131,0,0,39,7369,0.560337617,1.061381269,0,0,8,105305,8.007375865,18.67201864,3,0,898,103304,7.855220135,15.35190836,2,0,239,4452,0.338529389,1.307738511,0,0,50,5032,0.382632499,2.103131709,0,0,100,30711,2.335259676,8.976966046,0,0,356,997,0.075811725,2.232416136,0,0,228,591676,44.99095126,59.4817951,23,0,726,0,0,0,0,0,0,94393,7.177629078,36.75444885,1,0,1930,1297,0.098623679,0.904449714,0,0,40,9271,0.704965402,3.569998197,0,0,246,32783,2.492814235,6.01555064,1,0,122,855883,65.08121055,242.3009603,1,-1,1036,-1595,-0.164772727,0.370994467,0,-1,0,61971,4.712265227,8.092625435,2,0,154,14437,1.097787241,2.490411202,0,0,54,28969,2.202798266,16.24205717,0,0,1225,3055,0.232301726,1.794315448,0,0,67,85024,6.465211771,21.27464768,1,0,855,8570,0.651661471,2.148184505,0,0,97,21944,1.668618356,2.143481387,1,0,102,66249,5.037563683,8.583198033,2,0,158,3454,0.262641624,1.541833283,0,0,89,673,0.051174816,0.468194441,0,0,28,553971,42.12386891,107.2979099,12,0,4716,61,0.004638431,0.114605309,0,0,7,77534,5.895673333,7.668526679,3,0,151,75251,5.722074367,16.88872367,1,0,517,5973,0.454185993,1.641203005,0,0,34,-1595,-0.164772727,0.370994467,0,-1,0,1964,0.149342255,1.309883222,0,0,67,533,0.040529237,0.358216741,0,0,14,5303,0.403239297,2.546848078,0,0,104,15153,1.152231769,4.997012278,0,0,228
spring-boot-autoconfigure,2.1.3.RELEASE,840,"Feb, 2019",7564,168,0.022370173,0.219031212,0,0,5,1469,0.195605859,0.921304566,0,0,21,78974,10.51584554,83.29060107,0,0,3106,20487,2.727962716,5.401785067,1,0,200,8210,1.093209055,2.083640393,0,0,51,1258,0.167509987,0.740300842,0,0,16,3785,0.503994674,2.3603175,0,0,67,573,0.076298269,0.926323084,0,0,48,1034,0.137683089,0.658860512,0,0,20,3027,0.403062583,0.783445848,0,0,6,36621,4.876298269,8.91659524,2,0,206,49598,6.604260985,12.20827308,2,0,210,4033,0.53701731,1.676977396,0,0,34,1609,0.21424767,0.67430787,0,0,13,7252,0.965645806,4.228352334,0,0,217,115,0.015312916,0.218726144,0,0,11,202644,26.98322237,30.37857176,18,0,515,0,0,0,0,0,0,34349,4.573768309,15.67387465,1,0,366,222,0.029560586,0.253208877,0,0,9,3094,0.411984021,1.774222483,0,0,51,13601,1.811051931,3.604366972,1,0,81,210706,28.05672437,151.5808928,1,-1,1036,-1121,-0.218646382,0.413368443,0,-1,0,23578,3.13954727,5.551556856,2,0,200,7656,1.019440746,2.002700323,0,0,51,6538,0.87057257,4.132609996,0,0,122,869,0.115712383,0.613737824,0,0,14,26159,3.48322237,8.491222749,1,0,217,4173,0.555659121,1.257193153,0,0,16,9874,1.314780293,0.804324722,1,0,13,27524,3.664980027,6.237637551,2,0,205,1309,0.174300932,0.7371973,0,0,13,21,0.002796272,0.052809316,0,0,1,207298,27.60292943,51.91023519,11,0,1010,13,0.001731025,0.052854964,0,0,3,41791,5.564713715,5.84454869,4,0,98,27605,3.675765646,8.680578455,1,0,182,1395,0.18575233,0.85364451,0,0,24,-1121,-0.218646382,0.413368443,0,-1,0,418,0.055659121,0.374072206,0,0,10,98,0.013049268,0.164307921,0,0,6,3350,0.446071904,1.846905865,0,0,75,3351,0.44620506,1.687291489,0,0,33
