project,release,maven_reuse,maven_release,class_count,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max
spring-boot-configuration-processor,2.1.6.RELEASE,559,"Jun, 2019",7614,168,0.022225162,0.218327428,0,0,5,1484,0.196322265,0.924845793,0,0,21,79819,10.55946554,84.56421375,0,0,3349,20640,2.73051991,5.40916559,1,0,200,8256,1.092207964,2.081138314,0,0,51,1260,0.166688715,0.737959917,0,0,16,3902,0.516205847,2.404837807,0,0,67,576,0.076200556,0.932642043,0,0,48,1063,0.140627067,0.687228349,0,0,23,3056,0.404286281,0.78542737,0,0,6,36927,4.885169996,8.936016183,2,0,206,50172,6.637385898,12.29251766,2,0,210,4065,0.537769546,1.678710568,0,0,34,1625,0.214975526,0.676180059,0,0,13,7309,0.966926842,4.283943753,0,0,226,115,0.015213653,0.218019432,0,0,11,204163,27.00926048,30.45206574,18,0,515,0,0,0,0,0,0,34720,4.593200159,15.79744977,1,0,382,228,0.03016272,0.264590858,0,0,9,3119,0.412620717,1.774985548,0,0,51,13689,1.81095383,3.612349321,1,0,81,211878,28.02989813,151.5365044,1,-1,1036,-1121,-0.217669903,0.412701816,0,-1,0,23758,3.143008334,5.56187272,2,0,200,7702,1.018917846,2.000935702,0,0,51,6588,0.871543855,4.138068785,0,0,122,871,0.115226882,0.610466766,0,0,14,26403,3.492922344,8.538856065,1,0,218,4192,0.55457071,1.256327704,0,0,16,9958,1.317370022,0.814465451,1,0,13,27735,3.669136129,6.249292201,2,0,205,1318,0.174361688,0.737620895,0,0,13,21,0.002778145,0.052638329,0,0,1,209274,27.68540812,52.25944638,11,0,1010,14,0.001852097,0.05392024,0,0,3,42126,5.572959386,5.872571964,4,0,98,27949,3.697446752,8.764215087,1,0,183,1405,0.185871147,0.855832459,0,0,24,-1121,-0.217669903,0.412701816,0,-1,0,418,0.05529832,0.372529403,0,0,10,98,0.012964678,0.163777784,0,0,6,3372,0.446090753,1.849661219,0,0,75,3374,0.446355338,1.687084834,0,0,33
spring-boot-starter,2.1.6.RELEASE,568,"Jun, 2019",7614,168,0.022225162,0.218327428,0,0,5,1484,0.196322265,0.924845793,0,0,21,79819,10.55946554,84.56421375,0,0,3349,20640,2.73051991,5.40916559,1,0,200,8256,1.092207964,2.081138314,0,0,51,1260,0.166688715,0.737959917,0,0,16,3902,0.516205847,2.404837807,0,0,67,576,0.076200556,0.932642043,0,0,48,1063,0.140627067,0.687228349,0,0,23,3056,0.404286281,0.78542737,0,0,6,36927,4.885169996,8.936016183,2,0,206,50172,6.637385898,12.29251766,2,0,210,4065,0.537769546,1.678710568,0,0,34,1625,0.214975526,0.676180059,0,0,13,7309,0.966926842,4.283943753,0,0,226,115,0.015213653,0.218019432,0,0,11,204163,27.00926048,30.45206574,18,0,515,0,0,0,0,0,0,34720,4.593200159,15.79744977,1,0,382,228,0.03016272,0.264590858,0,0,9,3119,0.412620717,1.774985548,0,0,51,13689,1.81095383,3.612349321,1,0,81,211878,28.02989813,151.5365044,1,-1,1036,-1121,-0.217669903,0.412701816,0,-1,0,23758,3.143008334,5.56187272,2,0,200,7702,1.018917846,2.000935702,0,0,51,6588,0.871543855,4.138068785,0,0,122,871,0.115226882,0.610466766,0,0,14,26403,3.492922344,8.538856065,1,0,218,4192,0.55457071,1.256327704,0,0,16,9958,1.317370022,0.814465451,1,0,13,27735,3.669136129,6.249292201,2,0,205,1318,0.174361688,0.737620895,0,0,13,21,0.002778145,0.052638329,0,0,1,209274,27.68540812,52.25944638,11,0,1010,14,0.001852097,0.05392024,0,0,3,42126,5.572959386,5.872571964,4,0,98,27949,3.697446752,8.764215087,1,0,183,1405,0.185871147,0.855832459,0,0,24,-1121,-0.217669903,0.412701816,0,-1,0,418,0.05529832,0.372529403,0,0,10,98,0.012964678,0.163777784,0,0,6,3372,0.446090753,1.849661219,0,0,75,3374,0.446355338,1.687084834,0,0,33
spring-boot-starter-aop,2.3.3.RELEASE,426,"Aug, 2020",9182,199,0.021836936,0.219908605,0,0,6,1781,0.195435093,0.924434793,0,0,30,100092,10.98343026,87.0248749,0,0,4363,11067,1.214418962,3.185738106,0,0,95,9713,1.065840009,2.085436351,0,0,56,1500,0.164600022,0.728895334,0,0,15,5748,0.630747284,2.878549544,0,0,96,664,0.072862943,0.946762134,0,0,48,1440,0.158016021,0.775252156,0,0,23,3701,0.406123121,0.785481902,0,0,6,44947,4.932184791,8.801089967,2,0,216,62904,6.90266652,12.76343422,2,0,242,5017,0.550532207,1.655364146,0,0,32,16466,1.806869308,4.890707288,1,0,210,9795,1.074838143,3.755460765,0,0,112,271,0.029737737,0.241842565,0,0,8,259518,28.477779,30.58889331,19,0,525,0,0,0,0,0,0,44465,4.879293317,16.34665226,1,0,436,257,0.02820147,0.247851218,0,0,9,3506,0.384725118,1.688582799,0,0,46,16813,1.844946779,3.61418393,1,0,85,269814,29.60759355,157.5600081,1,-1,1036,-1339,-0.21424,0.410326896,0,-1,0,29306,3.215845495,5.688547556,2,0,210,9189,1.008339734,2.015669689,0,0,56,8415,0.923406123,5.059810591,0,0,273,1170,0.128388017,0.657884745,0,0,15,32590,3.57620981,8.658513463,1,0,250,5134,0.563371008,1.289930835,0,0,17,12111,1.328980577,0.854140629,1,0,16,34212,3.754197301,6.334866327,2,0,215,1569,0.172171623,0.733679818,0,0,14,37,0.004060134,0.086924942,0,0,5,258298,28.34390431,54.74611388,11,0,1381,17,0.001865467,0.058297742,0,0,3,49412,5.42214419,5.955709843,4,0,135,35285,3.871941183,9.146641867,1,0,213,1662,0.182376824,0.883146867,0,0,29,-1339,-0.21424,0.410326896,0,-1,0,216,0.023702403,0.29086175,0,0,13,138,0.015143202,0.184421312,0,0,7,4108,0.450784593,1.998193238,0,0,101,3811,0.418193789,1.623712547,0,0,43
spring-boot-starter-test,2.1.1.RELEASE,845,"Nov, 2018",7556,168,0.022394028,0.219146763,0,0,5,1474,0.196480938,0.9247365,0,0,21,78761,10.49866702,83.24780301,0,0,3106,20421,2.722074114,5.389279237,1,0,200,8196,1.092508664,2.082353245,0,0,51,1256,0.167422021,0.73983517,0,0,16,3666,0.488669688,2.321871252,0,0,64,571,0.076113037,0.926259971,0,0,48,1066,0.142095441,0.665340372,0,0,19,3026,0.403359104,0.783055739,0,0,6,36566,4.874166889,8.924704015,2,0,206,49356,6.579045588,12.14804813,2,0,209,4023,0.536256998,1.674070313,0,0,34,1603,0.213676353,0.672708384,0,0,13,7186,0.957877899,4.227163281,0,0,217,115,0.015329246,0.218842179,0,0,11,202024,26.92935217,30.3520967,18,0,515,0,0,0,0,0,0,34220,4.56145028,15.6405053,1,0,366,244,0.03252466,0.272761088,0,0,9,3089,0.411756865,1.772754557,0,0,51,13570,1.808850973,3.598276341,1,0,81,210498,28.05891762,151.663721,1,-1,1036,-1117,-0.218377322,0.413185241,0,-1,0,23507,3.133431085,5.539250878,2,0,200,7645,1.019061584,2.001674882,0,0,51,6426,0.856571581,4.105651627,0,0,122,866,0.115435884,0.613585749,0,0,14,26053,3.472807251,8.451086966,1,0,217,4168,0.555585177,1.255321746,0,0,16,9867,1.315249267,0.804221256,1,0,13,27442,3.657957878,6.223884994,2,0,205,1307,0.174220208,0.736546146,0,0,13,21,0.002799254,0.052837391,0,0,1,206973,27.58904292,51.93394893,11,0,1016,13,0.001732871,0.052883111,0,0,3,41605,5.545854439,5.813431919,4,0,96,27423,3.65542522,8.614948689,1,0,180,1395,0.185950413,0.854858147,0,0,24,-1117,-0.218377322,0.413185241,0,-1,0,415,0.055318582,0.373435105,0,0,10,98,0.013063183,0.164394964,0,0,6,3327,0.443481738,1.837105016,0,0,75,3348,0.446280992,1.688589151,0,0,33
spring-boot-starter-web,2.1.3.RELEASE,695,"Feb, 2019",7564,168,0.022370173,0.219031212,0,0,5,1469,0.195605859,0.921304566,0,0,21,78974,10.51584554,83.29060107,0,0,3106,20487,2.727962716,5.401785067,1,0,200,8210,1.093209055,2.083640393,0,0,51,1258,0.167509987,0.740300842,0,0,16,3785,0.503994674,2.3603175,0,0,67,573,0.076298269,0.926323084,0,0,48,1034,0.137683089,0.658860512,0,0,20,3027,0.403062583,0.783445848,0,0,6,36621,4.876298269,8.91659524,2,0,206,49598,6.604260985,12.20827308,2,0,210,4033,0.53701731,1.676977396,0,0,34,1609,0.21424767,0.67430787,0,0,13,7252,0.965645806,4.228352334,0,0,217,115,0.015312916,0.218726144,0,0,11,202644,26.98322237,30.37857176,18,0,515,0,0,0,0,0,0,34349,4.573768309,15.67387465,1,0,366,222,0.029560586,0.253208877,0,0,9,3094,0.411984021,1.774222483,0,0,51,13601,1.811051931,3.604366972,1,0,81,210706,28.05672437,151.5808928,1,-1,1036,-1121,-0.218646382,0.413368443,0,-1,0,23578,3.13954727,5.551556856,2,0,200,7656,1.019440746,2.002700323,0,0,51,6538,0.87057257,4.132609996,0,0,122,869,0.115712383,0.613737824,0,0,14,26159,3.48322237,8.491222749,1,0,217,4173,0.555659121,1.257193153,0,0,16,9874,1.314780293,0.804324722,1,0,13,27524,3.664980027,6.237637551,2,0,205,1309,0.174300932,0.7371973,0,0,13,21,0.002796272,0.052809316,0,0,1,207298,27.60292943,51.91023519,11,0,1010,13,0.001731025,0.052854964,0,0,3,41791,5.564713715,5.84454869,4,0,98,27605,3.675765646,8.680578455,1,0,182,1395,0.18575233,0.85364451,0,0,24,-1121,-0.218646382,0.413368443,0,-1,0,418,0.055659121,0.374072206,0,0,10,98,0.013049268,0.164307921,0,0,6,3350,0.446071904,1.846905865,0,0,75,3351,0.44620506,1.687291489,0,0,33
spring-context,5.1.5.RELEASE,800,"Feb, 2019",13171,934,0.071021215,0.589106831,0,0,28,6822,0.518743822,2.235372897,0,0,68,406191,30.88670063,264.1195298,0,0,12341,50792,3.862215801,7.513113175,2,0,154,18071,1.374116037,3.727294752,0,0,228,3713,0.282335944,1.846066348,0,0,97,2625,0.199604593,1.403608547,0,0,73,2048,0.155729602,1.026680789,0,0,29,3684,0.280130789,1.271447131,0,0,39,7369,0.560337617,1.061381269,0,0,8,105305,8.007375865,18.67201864,3,0,898,103304,7.855220135,15.35190836,2,0,239,4452,0.338529389,1.307738511,0,0,50,5032,0.382632499,2.103131709,0,0,100,30711,2.335259676,8.976966046,0,0,356,997,0.075811725,2.232416136,0,0,228,591676,44.99095126,59.4817951,23,0,726,0,0,0,0,0,0,94393,7.177629078,36.75444885,1,0,1930,1297,0.098623679,0.904449714,0,0,40,9271,0.704965402,3.569998197,0,0,246,32783,2.492814235,6.01555064,1,0,122,855883,65.08121055,242.3009603,1,-1,1036,-1595,-0.164772727,0.370994467,0,-1,0,61971,4.712265227,8.092625435,2,0,154,14437,1.097787241,2.490411202,0,0,54,28969,2.202798266,16.24205717,0,0,1225,3055,0.232301726,1.794315448,0,0,67,85024,6.465211771,21.27464768,1,0,855,8570,0.651661471,2.148184505,0,0,97,21944,1.668618356,2.143481387,1,0,102,66249,5.037563683,8.583198033,2,0,158,3454,0.262641624,1.541833283,0,0,89,673,0.051174816,0.468194441,0,0,28,553971,42.12386891,107.2979099,12,0,4716,61,0.004638431,0.114605309,0,0,7,77534,5.895673333,7.668526679,3,0,151,75251,5.722074367,16.88872367,1,0,517,5973,0.454185993,1.641203005,0,0,34,-1595,-0.164772727,0.370994467,0,-1,0,1964,0.149342255,1.309883222,0,0,67,533,0.040529237,0.358216741,0,0,14,5303,0.403239297,2.546848078,0,0,104,15153,1.152231769,4.997012278,0,0,228
spring-core,5.1.5.RELEASE,641,"Feb, 2019",13171,934,0.071021215,0.589106831,0,0,28,6822,0.518743822,2.235372897,0,0,68,406191,30.88670063,264.1195298,0,0,12341,50792,3.862215801,7.513113175,2,0,154,18071,1.374116037,3.727294752,0,0,228,3713,0.282335944,1.846066348,0,0,97,2625,0.199604593,1.403608547,0,0,73,2048,0.155729602,1.026680789,0,0,29,3684,0.280130789,1.271447131,0,0,39,7369,0.560337617,1.061381269,0,0,8,105305,8.007375865,18.67201864,3,0,898,103304,7.855220135,15.35190836,2,0,239,4452,0.338529389,1.307738511,0,0,50,5032,0.382632499,2.103131709,0,0,100,30711,2.335259676,8.976966046,0,0,356,997,0.075811725,2.232416136,0,0,228,591676,44.99095126,59.4817951,23,0,726,0,0,0,0,0,0,94393,7.177629078,36.75444885,1,0,1930,1297,0.098623679,0.904449714,0,0,40,9271,0.704965402,3.569998197,0,0,246,32783,2.492814235,6.01555064,1,0,122,855883,65.08121055,242.3009603,1,-1,1036,-1595,-0.164772727,0.370994467,0,-1,0,61971,4.712265227,8.092625435,2,0,154,14437,1.097787241,2.490411202,0,0,54,28969,2.202798266,16.24205717,0,0,1225,3055,0.232301726,1.794315448,0,0,67,85024,6.465211771,21.27464768,1,0,855,8570,0.651661471,2.148184505,0,0,97,21944,1.668618356,2.143481387,1,0,102,66249,5.037563683,8.583198033,2,0,158,3454,0.262641624,1.541833283,0,0,89,673,0.051174816,0.468194441,0,0,28,553971,42.12386891,107.2979099,12,0,4716,61,0.004638431,0.114605309,0,0,7,77534,5.895673333,7.668526679,3,0,151,75251,5.722074367,16.88872367,1,0,517,5973,0.454185993,1.641203005,0,0,34,-1595,-0.164772727,0.370994467,0,-1,0,1964,0.149342255,1.309883222,0,0,67,533,0.040529237,0.358216741,0,0,14,5303,0.403239297,2.546848078,0,0,104,15153,1.152231769,4.997012278,0,0,228
spring-expression,5.2.5.RELEASE,409,"Mar, 2020",13994,964,0.068926069,0.58239917,0,0,28,7389,0.528314028,2.230341165,0,0,68,446794,31.94580295,278.3781859,0,0,16110,49297,3.524739025,6.73067323,1,0,125,18813,1.345130845,3.688332088,0,0,234,3908,0.279422279,1.83163356,0,0,99,5713,0.408479908,2.27453224,0,0,110,2145,0.153367653,1.035723254,0,0,29,2812,0.201058201,0.935710488,0,0,36,7596,0.543114543,1.054418557,0,0,8,111236,7.953381953,18.45886266,3,0,923,115884,8.285714286,16.11851061,2,0,291,5077,0.363005863,1.368735621,0,0,48,10731,0.767267267,4.500422695,0,0,168,33198,2.373659374,9.058982257,0,0,343,1118,0.07993708,2.222075842,0,0,234,622554,44.51265551,59.28869532,23,0,726,0,0,0,0,0,0,99332,7.102245102,36.28743137,1,0,1969,1275,0.091162591,0.864373217,0,0,40,9682,0.692263692,3.545601624,0,0,253,35337,2.526598027,6.080196998,1,0,125,902747,64.54647505,241.0775993,1,-1,1036,-1878,-0.180334166,0.384484004,0,-1,0,66392,4.747032747,8.281018013,2,0,168,15188,1.085943086,2.461410376,0,0,54,30444,2.176748177,16.05209404,0,0,1231,3409,0.243743744,1.775575714,0,0,66,90833,6.494565995,21.31202062,1,0,869,9172,0.655798656,2.148891421,0,0,99,23181,1.657443157,2.107069839,1,0,102,71287,5.097025597,8.814731292,2,0,180,3611,0.258186758,1.533295996,0,0,97,686,0.049049049,0.460242925,0,0,28,585401,41.85621336,105.5252053,12,0,4795,67,0.004790505,0.113663925,0,0,7,82978,5.932932933,7.859360362,3,0,195,81339,5.815744316,17.14896806,1,0,429,6182,0.442013442,1.665341521,0,0,35,-1878,-0.180334166,0.384484004,0,-1,0,1821,0.13020163,1.285543024,0,0,67,563,0.04025454,0.358395572,0,0,14,5871,0.41977692,2.747046253,0,0,126,15885,1.135778636,4.889549876,0,0,214
spring-instrument,4.1.6.RELEASE,13,"May, 2015",11621,898,0.07763465,0.622249027,0,0,24,5443,0.470562808,2.271623602,0,0,101,330956,28.61208611,240.1314079,0,0,10543,41817,3.615198409,7.094921308,1,0,142,14622,1.264113426,3.657975228,0,0,217,3231,0.279329126,1.650944311,0,0,75,37,0.003198755,0.197879483,0,0,20,2084,0.180167719,1.145196891,0,0,31,3555,0.307339846,1.364757589,0,0,36,6388,0.552260742,1.048378374,0,0,9,87185,7.537390853,17.36030576,2,0,565,80242,6.937148785,13.69386678,2,0,211,2868,0.247946745,1.105958612,0,0,50,3145,0.271894182,2.01459942,0,0,100,21247,1.836863491,7.586991387,0,0,321,766,0.066222875,2.156573768,0,0,217,510955,44.17351085,60.39321893,21,0,718,0,0,0,0,0,0,77291,6.682026455,30.91423054,1,0,972,1982,0.171349529,1.424216378,0,0,40,8060,0.69680989,4.435189643,0,0,328,25471,2.202040287,5.523289723,1,0,112,748390,64.70044091,242.3170665,1,-1,1036,-1187,-0.154035816,0.361006504,0,-1,0,50756,4.388000346,7.754749842,2,0,142,11498,0.994034754,2.38511923,0,0,48,23311,2.015302153,13.47713203,0,0,684,2222,0.19209821,1.574842141,0,0,59,70567,6.100717559,21.09503882,1,0,724,6190,0.535143079,1.899458507,0,0,80,19482,1.684274228,1.838569087,1,0,70,53492,4.624535316,8.120229385,2,0,146,3253,0.281231088,1.614502708,0,0,86,662,0.05723178,0.4953626,0,0,27,460340,39.79770035,103.2248522,11,0,3326,59,0.005100718,0.107113035,0,0,5,59539,5.147315639,6.789700461,3,0,102,60144,5.199619608,16.36663328,1,0,475,5662,0.48949598,1.681661362,0,0,32,-1187,-0.154035816,0.361006504,0,-1,0,1696,0.146624017,1.284705844,0,0,74,439,0.037952797,0.343957841,0,0,13,3981,0.344168756,2.286629788,0,0,89,12199,1.054638195,4.807512824,0,0,245
spring-integration-core,4.3.6.RELEASE,66,"Dec, 2016",4571,159,0.034784511,0.274945494,0,0,6,1528,0.334281339,1.369024163,0,0,39,64275,14.06147451,89.55821759,0,0,3741,14200,3.106541238,5.067101477,1,0,87,6794,1.486326843,3.508161645,0,0,74,1017,0.222489608,1.502931349,0,0,62,34,0.007438197,0.202688225,0,0,8,1188,0.259899366,1.251453383,0,0,30,1459,0.319186174,1.152421803,0,0,21,2992,0.654561365,1.090194249,0,0,8,28978,6.339531831,11.96341109,2,0,224,37447,8.192299278,12.99585836,3,0,149,1156,0.252898709,1.030354307,0,0,22,810,0.177204113,1.021268858,0,0,21,7541,1.649748414,4.879785643,0,0,67,519,0.113541895,1.206480655,0,0,51,152594,33.38306716,39.97271567,18,0,428,0,0,0,0,0,0,32173,7.03850361,18.09195587,1,0,361,1220,0.266900022,1.495901181,0,0,35,2987,0.653467513,2.183441392,0,0,39,7285,1.593743163,3.307857533,1,0,51,201349,44.04922336,202.133421,1,-1,1034,-158,-0.064437194,0.245580207,0,-1,0,16726,3.659155546,5.425343001,2,0,87,5692,1.245241741,3.087423632,0,0,70,12851,2.811419821,10.3601391,0,0,194,427,0.093415008,0.718786936,0,0,29,32168,7.037409757,16.46181579,1,0,194,2297,0.502515861,1.74179672,0,0,61,7229,1.581492015,1.29097136,1,0,37,17861,3.907460074,5.868729124,2,0,87,1273,0.278494859,1.033410792,0,0,23,170,0.037190987,0.361033507,0,0,9,183171,40.07241304,74.9411104,13,0,1096,66,0.014438854,0.169338419,0,0,4,26370,5.768978342,7.08346676,3,0,69,29883,6.537519142,15.24582172,1,0,180,1695,0.370816014,1.222193284,0,0,26,-158,-0.064437194,0.245580207,0,-1,0,413,0.090352221,0.782422392,0,0,21,184,0.040253774,0.517651933,0,0,24,1086,0.237584774,0.969105132,0,0,27,3233,0.707285058,2.663816523,0,0,64
spring-jdbc,5.2.5.RELEASE,440,"Mar, 2020",13994,964,0.068926069,0.58239917,0,0,28,7389,0.528314028,2.230341165,0,0,68,446794,31.94580295,278.3781859,0,0,16110,49297,3.524739025,6.73067323,1,0,125,18813,1.345130845,3.688332088,0,0,234,3908,0.279422279,1.83163356,0,0,99,5713,0.408479908,2.27453224,0,0,110,2145,0.153367653,1.035723254,0,0,29,2812,0.201058201,0.935710488,0,0,36,7596,0.543114543,1.054418557,0,0,8,111236,7.953381953,18.45886266,3,0,923,115884,8.285714286,16.11851061,2,0,291,5077,0.363005863,1.368735621,0,0,48,10731,0.767267267,4.500422695,0,0,168,33198,2.373659374,9.058982257,0,0,343,1118,0.07993708,2.222075842,0,0,234,622554,44.51265551,59.28869532,23,0,726,0,0,0,0,0,0,99332,7.102245102,36.28743137,1,0,1969,1275,0.091162591,0.864373217,0,0,40,9682,0.692263692,3.545601624,0,0,253,35337,2.526598027,6.080196998,1,0,125,902747,64.54647505,241.0775993,1,-1,1036,-1878,-0.180334166,0.384484004,0,-1,0,66392,4.747032747,8.281018013,2,0,168,15188,1.085943086,2.461410376,0,0,54,30444,2.176748177,16.05209404,0,0,1231,3409,0.243743744,1.775575714,0,0,66,90833,6.494565995,21.31202062,1,0,869,9172,0.655798656,2.148891421,0,0,99,23181,1.657443157,2.107069839,1,0,102,71287,5.097025597,8.814731292,2,0,180,3611,0.258186758,1.533295996,0,0,97,686,0.049049049,0.460242925,0,0,28,585401,41.85621336,105.5252053,12,0,4795,67,0.004790505,0.113663925,0,0,7,82978,5.932932933,7.859360362,3,0,195,81339,5.815744316,17.14896806,1,0,429,6182,0.442013442,1.665341521,0,0,35,-1878,-0.180334166,0.384484004,0,-1,0,1821,0.13020163,1.285543024,0,0,67,563,0.04025454,0.358395572,0,0,14,5871,0.41977692,2.747046253,0,0,126,15885,1.135778636,4.889549876,0,0,214
