project,release,maven_reuse,maven_release,class_count,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max
scalding-core,0.9.1,20,"Apr, 2014",10,27,2.7,2.496664441,1.5,0,6,32,3.2,2.1499354,3.5,0,7,6,0.6,0.843274043,0,0,2,33,3.3,2.311805451,3,0,6,20,2,0.666666667,2,0,3,-1,-0.1,0.316227766,0,-1,0,0,0,0,0,0,0,80,8,6.531972647,5.5,0,18,795,79.5,56.50811151,60,0,183,70,7,5.31245915,5,0,17,14,1.4,0.843274043,1,0,3,0,0,0,0,0,0,16,1.6,2.67498702,1,0,9,13,1.3,1.33749351,1,0,4,0,0,0,0,0,0,37,3.7,5.478239782,0.5,0,16,0,0,0,0,0,0,113,11.3,12.68463638,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,11,1.1,1.100504935,1,0,3,0,0,0,0,0,0,116,11.6,5.777350412,12.5,0,19,11,1.1,1.197219,1,0,3,10,1,1.333333333,0.5,0,4,1,0.1,0.316227766,0,0,1,203,20.3,13.80861245,17,0,51,69,6.9,7.340148348,4,0,17,652,65.2,39.40614729,66.5,0,124,159,15.9,14.76068351,9.5,0,48,11,1.1,1.286683938,1,0,4,4,0.4,0.699205899,0,0,2,10,1,0,1,0,1,36,3.6,7.366591251,1,0,24,71,7.1,5.526702855,5,0,18,0,0,0,0,0,0,26,2.6,2.836272985,1,0,9,17,1.7,1.702938637,1,0,5,131,13.1,15.4304893,9,0,53,0,0,0,0,0,0,88,8.8,9.065195959,5.5,0,27,9,0.9,1.728840331,0,0,5,72,7.2,7.254117605,6,0,25,-1,-0.1,0.316227766,0,-1,0
scallop,3.3.1,11,"Jun, 2019",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
scopt,3.5.0,131,"Nov, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
scribe,2.6.0,21,"Aug, 2018",1,0,NaN,0,0,0,0,0,NaN,0,0,0,0,1,NaN,0,1,0,1,1,NaN,0,1,0,1,1,NaN,0,1,0,1,0,NaN,0,0,0,0,0,NaN,0,0,0,0,3,NaN,0,3,0,3,11,NaN,0,11,0,11,2,NaN,0,2,0,2,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,1,NaN,0,1,0,1,0,NaN,0,0,0,0,0,NaN,0,0,0,0,1,NaN,0,1,0,1,0,NaN,0,0,0,0,3,NaN,0,3,0,3,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,1,NaN,0,1,0,1,2,NaN,0,2,0,2,18,NaN,0,18,0,18,3,NaN,0,3,0,3,0,NaN,0,0,0,0,0,NaN,0,0,0,0,1,NaN,0,1,0,1,0,NaN,0,0,0,0,2,NaN,0,2,0,2,0,NaN,0,0,0,0,0,NaN,0,0,0,0,1,NaN,0,1,0,1,1,NaN,0,1,0,1,0,NaN,0,0,0,0,3,NaN,0,3,0,3,1,NaN,0,1,0,1,0,NaN,0,0,0,0,0,NaN,0,0,0,0
scrypt,1.4.0,60,"May, 2013",18,9,0.5,0.923548145,0,0,3,158,8.777777778,13.06344498,4.5,0,53,2,0.111111111,0.471404521,0,0,2,12,0.666666667,0.9701425,0,0,3,23,1.277777778,0.751903902,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,65,3.611111111,2.452822837,3,0,9,770,42.77777778,35.01185607,34,0,131,54,3,2.142016642,2.5,0,9,20,1.111111111,1.409584373,0.5,0,4,0,0,0,0,0,0,24,1.333333333,2.70076242,0,0,11,61,3.388888889,7.670715044,0,0,27,0,0,0,0,0,0,17,0.944444444,2.235337117,0,0,9,0,0,0,0,0,0,155,8.611111111,7.65536251,8,0,23,0,0,0,0,0,0,4,0.222222222,0.646761667,0,0,2,4,0.222222222,0.732084498,0,0,3,0,0,0,0,0,0,64,3.555555556,2.006525303,4,0,9,0,0,0,0,0,0,24,1.333333333,2.351470128,0,0,9,5,0.277777778,0.826442095,0,0,3,127,7.055555556,5.985003044,5,0,21,34,1.888888889,1.906301898,1.5,0,7,851,47.27777778,34.22384026,34.5,0,113,145,8.055555556,8.003471469,5.5,0,27,6,0.333333333,0.84016805,0,0,3,2,0.111111111,0.471404521,0,0,2,18,1,0,1,0,1,475,26.38888889,57.03986108,1.5,0,240,61,3.388888889,2.569936801,3,0,10,1,0.055555556,0.23570226,0,0,1,192,10.66666667,26.65686094,1,0,111,8,0.444444444,0.921777198,0,0,3,311,17.27777778,22.35227467,9,0,72,0,0,0,0,0,0,114,6.333333333,10.5272755,2,0,36,6,0.333333333,0.685994341,0,0,2,185,10.27777778,14.92256702,6.5,0,61,0,0,0,0,0,0
selenium-java,3.141.59,293,"Nov, 2018",1244,1775,1.426848875,2.233069537,1,0,18,5791,4.655144695,12.16840326,1,0,228,282,0.226688103,2.181630682,0,0,57,2169,1.743569132,3.204130298,1,0,57,2384,1.916398714,1.209810217,2,0,14,-38,-0.037886341,0.191016608,0,-1,0,56,0.045016077,0.427794489,0,0,10,7484,6.01607717,9.202979617,3,0,158,65304,52.49517685,71.76961538,27,0,835,6285,5.052250804,8.645126776,3,0,157,1076,0.864951768,1.067064113,1,0,6,177,0.142282958,1.526335169,0,0,50,469,0.377009646,1.152206766,0,0,21,615,0.49437299,1.42863504,0,0,15,37,0.029742765,0.253534179,0,0,6,1216,0.977491961,2.790538228,0,0,34,32,0.025723473,0.368922295,0,0,11,10540,8.47266881,13.64885665,4,0,119,79,0.063504823,0.302820104,0,0,4,1,0.000803859,0.028352399,0,0,1,565,0.454180064,1.688155764,0,0,36,930,0.747588424,2.767287179,0,0,42,9324,7.495176849,7.858204922,5,0,123,158,0.127009646,0.734141798,0,0,9,567,0.455787781,2.234550665,0,0,58,409,0.328778135,0.997393926,0,0,14,16993,13.65996785,15.57989211,8,0,113,3626,2.914790997,5.450351339,1,0,60,57007,45.8255627,45.95362267,30,0,384,11603,9.327170418,13.57793397,5,0,175,810,0.651125402,1.449772758,0,0,16,302,0.242765273,0.961313164,0,0,14,46281,37.20337621,189.2132493,1,0,1025,2878,2.313504823,6.551837553,0,0,109,6783,5.452572347,8.745172293,3,0,157,75,0.060289389,0.591219131,0,0,12,1123,0.902733119,2.213327347,0,0,19,1224,0.98392283,2.063684084,0,0,36,11006,8.847266881,14.42351539,4,0,118,0,0,0,0,0,0,41175,33.0988746,182.2515542,0,0,4371,711,0.571543408,1.464141691,0,0,20,15096,12.13504823,24.58805104,3,0,270,-38,-0.037886341,0.191016608,0,-1,0
selenium-server,3.141.59,50,"Nov, 2018",1244,1775,1.426848875,2.233069537,1,0,18,5791,4.655144695,12.16840326,1,0,228,282,0.226688103,2.181630682,0,0,57,2169,1.743569132,3.204130298,1,0,57,2384,1.916398714,1.209810217,2,0,14,-38,-0.037886341,0.191016608,0,-1,0,56,0.045016077,0.427794489,0,0,10,7484,6.01607717,9.202979617,3,0,158,65304,52.49517685,71.76961538,27,0,835,6285,5.052250804,8.645126776,3,0,157,1076,0.864951768,1.067064113,1,0,6,177,0.142282958,1.526335169,0,0,50,469,0.377009646,1.152206766,0,0,21,615,0.49437299,1.42863504,0,0,15,37,0.029742765,0.253534179,0,0,6,1216,0.977491961,2.790538228,0,0,34,32,0.025723473,0.368922295,0,0,11,10540,8.47266881,13.64885665,4,0,119,79,0.063504823,0.302820104,0,0,4,1,0.000803859,0.028352399,0,0,1,565,0.454180064,1.688155764,0,0,36,930,0.747588424,2.767287179,0,0,42,9324,7.495176849,7.858204922,5,0,123,158,0.127009646,0.734141798,0,0,9,567,0.455787781,2.234550665,0,0,58,409,0.328778135,0.997393926,0,0,14,16993,13.65996785,15.57989211,8,0,113,3626,2.914790997,5.450351339,1,0,60,57007,45.8255627,45.95362267,30,0,384,11603,9.327170418,13.57793397,5,0,175,810,0.651125402,1.449772758,0,0,16,302,0.242765273,0.961313164,0,0,14,46281,37.20337621,189.2132493,1,0,1025,2878,2.313504823,6.551837553,0,0,109,6783,5.452572347,8.745172293,3,0,157,75,0.060289389,0.591219131,0,0,12,1123,0.902733119,2.213327347,0,0,19,1224,0.98392283,2.063684084,0,0,36,11006,8.847266881,14.42351539,4,0,118,0,0,0,0,0,0,41175,33.0988746,182.2515542,0,0,4371,711,0.571543408,1.464141691,0,0,20,15096,12.13504823,24.58805104,3,0,270,-38,-0.037886341,0.191016608,0,-1,0
semver,4.3.2,2,"Feb, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
servo-core,0.10.1,23,"Feb, 2016",181,548,3.027624309,5.522108031,1,0,44,1113,6.149171271,10.42085846,3,0,75,24,0.132596685,0.890747749,0,0,11,651,3.596685083,7.002998568,2,0,64,377,2.082872928,8.484547034,1,0,115,-3,-0.018181818,0.134015255,0,-1,0,8,0.044198895,0.2753423,0,0,3,1379,7.61878453,10.08648605,5,0,92,15600,86.1878453,285.2523991,40,0,3496,1012,5.591160221,6.849876664,4,0,69,229,1.26519337,1.685346516,1,0,13,36,0.198895028,0.541806541,0,0,4,303,1.674033149,5.556661646,0,0,54,808,4.464088398,31.78513075,0,0,360,14,0.077348066,0.488291392,0,0,4,803,4.436464088,28.37492235,0,0,322,2,0.011049724,0.104825266,0,0,1,2613,14.43646409,38.61379426,6,0,376,107,0.591160221,2.005195829,0,0,16,77,0.425414365,2.556302771,0,0,21,336,1.856353591,5.591792196,0,0,51,0,0,0,0,0,0,1341,7.408839779,7.105454031,6,0,70,65,0.359116022,1.210274208,0,0,10,211,1.165745856,3.256640758,0,0,27,41,0.226519337,1.233136712,0,0,14,2675,14.77900552,15.8649089,11,0,107,885,4.889502762,9.723908124,2,0,87,13711,75.75138122,136.5583679,42,0,1119,3269,18.06077348,62.76438885,9,0,587,108,0.596685083,1.864221629,0,0,15,131,0.723756906,5.136031675,0,0,68,9271,51.22099448,210.1138469,1,0,1025,2165,11.96132597,36.94776563,2,0,331,1168,6.453038674,8.674628019,5,0,83,65,0.359116022,1.852412029,0,0,19,756,4.17679558,15.7321932,0,0,182,577,3.187845304,6.155220575,2,0,55,3201,17.68508287,56.50983443,6,0,540,0,0,0,0,0,0,6208,34.29834254,149.0452931,3,0,1202,219,1.209944751,2.485538282,0,0,18,1546,8.541436464,12.38119973,4,0,98,-3,-0.018181818,0.134015255,0,-1,0
shadycss,1.2.1,9,"May, 2018",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
slice,0.34,104,"Jun, 2018",53,114,2.150943396,5.13058786,0,0,32,1431,27,76.93828696,8,0,544,9,0.169811321,0.848887259,0,0,6,130,2.452830189,5.123723247,0,0,32,85,1.603773585,1.08023542,1,0,5,0,0,0,0,0,0,51,0.962264151,4.759453201,0,0,28,783,14.77358491,15.98874786,8,0,83,6167,116.3584906,155.0017487,64,0,681,642,12.11320755,12.57081537,7,0,56,49,0.924528302,1.034948096,1,0,4,25,0.471698113,3.159867168,0,0,23,137,2.58490566,6.549908873,0,0,41,198,3.735849057,11.2303691,0,0,58,1,0.018867925,0.137360564,0,0,1,134,2.528301887,7.28698464,0,0,45,0,0,0,0,0,0,738,13.9245283,20.50689289,6,0,88,24,0.452830189,2.756572829,0,0,20,18,0.339622642,1.859935857,0,0,13,85,1.603773585,4.621603213,0,0,32,52,0.981132075,6.865438991,0,0,50,350,6.603773585,4.516378836,6,0,19,0,0,0,0,0,0,207,3.905660377,7.349160473,1,0,40,13,0.245283019,0.782148431,0,0,5,1047,19.75471698,20.65458197,14,0,94,507,9.566037736,18.57987894,2,0,103,3004,56.67924528,57.539877,36,0,304,1373,25.90566038,39.114361,12,0,210,54,1.018867925,4.959414381,0,0,36,12,0.226415094,0.697288965,0,0,3,4418,83.35849057,271.7135153,1,0,1025,2424,45.73584906,79.09248504,11,0,345,683,12.88679245,14.22032724,7,0,76,6,0.113207547,0.506130774,0,0,3,596,11.24528302,24.3388781,1,0,120,105,1.981132075,4.789775031,0,0,32,1109,20.9245283,33.33677171,6,0,142,0,0,0,0,0,0,7693,145.1509434,297.5437522,21,0,1563,104,1.962264151,3.567816959,1,0,17,356,6.716981132,16.40986729,1,0,96,0,0,0,0,0,0
snappy,0.4,49,"Jul, 2015",25,53,2.12,2.990540642,1,0,11,247,9.88,12.74532594,3,0,44,8,0.32,0.988264472,0,0,4,77,3.08,3.340658618,2,0,11,43,1.72,0.936304794,1,0,4,-1,-0.041666667,0.204124145,0,-1,0,7,0.28,0.791622806,0,0,3,225,9,4.932882862,8,0,19,2168,86.72,71.164434,60,0,263,133,5.32,3.912799509,5,0,14,35,1.4,1.38443731,1,0,6,0,0,0,0,0,0,51,2.04,3.780211634,0,0,16,172,6.88,14.35653161,1,0,69,1,0.04,0.2,0,0,1,60,2.4,4.242640687,0,0,16,0,0,0,0,0,0,367,14.68,15.27721615,10,0,48,13,0.52,2.4,0,0,12,2,0.08,0.4,0,0,2,48,1.92,2.413848932,1,0,9,0,0,0,0,0,0,129,5.16,2.733739807,5,0,11,0,0,0,0,0,0,67,2.68,4.239889936,1,0,14,26,1.04,1.593737745,0,0,6,306,12.24,11.10285249,12,0,46,125,5,4.787135539,3,0,18,1963,78.52,48.34090745,79,0,192,507,20.28,17.17925105,13,0,66,10,0.4,0.707106781,0,0,2,7,0.28,0.73711148,0,0,3,3215,128.6,337.6688467,1,0,1025,3065,122.6,413.3553758,15,0,2074,174,6.96,4.685794134,7,0,17,15,0.6,1.779513042,0,0,8,321,12.84,22.19174021,5,0,97,60,2.4,2.483277404,2,0,9,562,22.48,27.10338232,11,0,106,0,0,0,0,0,0,923,36.92,48.70739164,13,0,171,53,2.12,3.407345007,1,0,12,126,5.04,7.469270379,3,0,37,-1,-0.041666667,0.204124145,0,-1,0
