project,release,maven_reuse,maven_release,class_count,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max
snappy-java,1.0.5,237,"May, 2013",17,20,1.176470588,1.42457424,1,0,6,236,13.88235294,16.57136971,6,0,58,17,1,2.121320344,0,0,7,42,2.470588235,2.695311834,1,0,8,23,1.352941176,0.70188821,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,184,10.82352941,10.3334124,7,0,44,1474,86.70588235,74.87970745,57,0,238,161,9.470588235,10.26594885,6,0,44,27,1.588235294,1.416810835,1,0,4,0,0,0,0,0,0,27,1.588235294,2.292891829,0,0,7,36,2.117647059,4.470491485,0,0,18,4,0.235294118,0.752446989,0,0,3,47,2.764705882,4.023826098,1,0,14,4,0.235294118,0.664211164,0,0,2,365,21.47058824,23.89068241,13,0,82,9,0.529411765,1.124591429,0,0,4,0,0,0,0,0,0,25,1.470588235,1.940285,1,0,8,0,0,0,0,0,0,97,5.705882353,4.312260224,4,0,13,13,0.764705882,2.016476251,0,0,8,79,4.647058824,10.71763253,1,0,44,5,0.294117647,0.848874688,0,0,3,359,21.11764706,19.24799455,15,0,72,117,6.882352941,11.5805999,2,0,43,1302,76.58823529,66.52824478,49,0,260,321,18.88235294,18.60739891,11,0,63,26,1.529411765,2.32157401,1,0,9,0,0,0,0,0,0,17,1,0,1,0,1,295,17.35294118,22.00835403,7,0,65,177,10.41176471,10.56562128,7,0,45,1,0.058823529,0.242535625,0,0,1,99,5.823529412,7.994023503,2,0,24,23,1.352941176,2.148871113,0,0,7,418,24.58823529,25.96405887,17,0,82,0,0,0,0,0,0,1282,75.41176471,154.7413402,15,0,640,9,0.529411765,1.940285,0,0,8,210,12.35294118,15.55611285,4,0,54,0,0,0,0,0,0
soloader,0.6.0,191,"Jan, 2019",23,40,1.739130435,3.440631434,0,0,12,104,4.52173913,11.11047649,0,0,41,91,3.956521739,4.856843914,2,0,14,141,6.130434783,5.463135528,6,0,20,51,2.217391304,1.953005184,1,0,7,-8,-0.347826087,0.486984754,0,-1,0,3,0.130434783,0.457696587,0,0,2,102,4.434782609,6.073983918,2,0,25,1842,80.08695652,132.703673,23,0,583,54,2.347826087,3.009208529,2,0,12,29,1.260869565,1.93572611,0,0,7,2,0.086956522,0.288104066,0,0,1,29,1.260869565,2.911066523,0,0,12,27,1.173913043,2.5163497,0,0,11,6,0.260869565,0.688700443,0,0,2,82,3.565217391,8.409010789,0,0,36,2,0.086956522,0.288104066,0,0,1,290,12.60869565,18.45076774,8,0,78,10,0.434782609,1.236787884,0,0,5,0,0,0,0,0,0,122,5.304347826,5.70832552,2,0,20,0,0,0,0,0,0,89,3.869565217,5.319811581,2,0,22,46,2,5.359782899,0,0,22,51,2.217391304,5.599971767,0,0,25,15,0.652173913,1.335143699,0,0,6,249,10.82608696,19.90123837,0,0,77,73,3.173913043,4.820903102,1,0,20,1612,70.08695652,79.3232243,32,0,347,321,13.95652174,26.35850434,2,0,111,45,1.956521739,4.800362305,0,0,20,14,0.608695652,1.196173081,0,0,5,3277,142.4782609,349.5571054,16,0,1025,196,8.52173913,10.79086131,7,0,41,80,3.47826087,4.450429655,2,0,18,4,0.173913043,0.834057656,0,0,4,89,3.869565217,8.269903527,0,0,28,125,5.434782609,4.888075351,4,0,14,362,15.73913043,24.92026811,10,0,105,0,0,0,0,0,0,370,16.08695652,40.40692227,1,0,172,23,1,2.315952582,0,0,8,121,5.260869565,12.47622244,0,0,52,-8,-0.347826087,0.486984754,0,-1,0
source-map,0.1.32,2,"Jul, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
spark-core,2.5.5,42,"Feb, 2017",155,236,1.522580645,2.239942844,1,0,11,788,5.083870968,10.67461781,2,0,93,40,0.258064516,1.01826635,0,0,8,321,2.070967742,2.980694762,1,0,24,198,1.277419355,0.716552749,1,0,5,-3,-0.025862069,0.159412339,0,-1,0,11,0.070967742,0.303864234,0,0,2,1148,7.406451613,11.61263126,4,0,94,8108,52.30967742,60.18214428,28,0,396,991,6.393548387,11.01680934,3,0,92,168,1.083870968,1.216524957,1,0,5,14,0.090322581,0.287572508,0,0,1,65,0.419354839,1.263220825,0,0,8,54,0.348387097,1.277139399,0,0,11,21,0.135483871,1.248778205,0,0,15,217,1.4,3.222485932,0,0,26,22,0.141935484,1.379058166,0,0,17,1394,8.993548387,14.35518675,4,0,140,39,0.251612903,0.743749263,0,0,4,9,0.058064516,0.459230153,0,0,4,179,1.15483871,2.016625494,0,0,10,156,1.006451613,3.522648012,0,0,39,841,5.425806452,4.806581509,4,0,27,49,0.316129032,0.998406774,0,0,7,315,2.032258065,7.706818835,1,0,93,36,0.232258065,0.804365967,0,0,7,1886,12.16774194,14.43787378,7,0,87,549,3.541935484,6.366754877,1,0,39,8479,54.70322581,53.8842162,39,0,289,1759,11.3483871,15.49134385,5,0,100,70,0.451612903,1.076270306,0,0,6,24,0.15483871,0.49859459,0,0,4,17819,114.9612903,320.458395,1,0,1025,522,3.367741935,7.320154844,0,0,51,1068,6.890322581,11.31690366,3,0,93,24,0.15483871,0.582671138,0,0,4,180,1.161290323,2.671358113,0,0,17,146,0.941935484,1.679667212,0,0,8,1314,8.477419355,11.44344393,4,0,67,0,0,0,0,0,0,8367,53.98064516,386.5070936,0,0,4371,82,0.529032258,1.186009775,0,0,6,1687,10.88387097,24.13193036,3,0,243,-3,-0.025862069,0.159412339,0,-1,0
specs,1.6.5,60,"Jul, 2010",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
specs2-core,4.6.0,153,"Jun, 2019",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
specs2-mock,4.6.0,30,"Jun, 2019",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
spire,0.11.0,60,"Oct, 2015",1,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,1,NaN,0,1,0,1,0,NaN,0,0,0,0,0,NaN,0,0,0,0,3,NaN,0,3,0,3,29,NaN,0,29,0,29,3,NaN,0,3,0,3,1,NaN,0,1,0,1,0,NaN,0,0,0,0,3,NaN,0,3,0,3,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,12,NaN,0,12,0,12,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,3,NaN,0,3,0,3,0,NaN,0,0,0,0,1,NaN,0,1,0,1,3,NaN,0,3,0,3,15,NaN,0,15,0,15,6,NaN,0,6,0,6,0,NaN,0,0,0,0,0,NaN,0,0,0,0,1,NaN,0,1,0,1,7,NaN,0,7,0,7,3,NaN,0,3,0,3,0,NaN,0,0,0,0,2,NaN,0,2,0,2,0,NaN,0,0,0,0,18,NaN,0,18,0,18,0,NaN,0,0,0,0,3,NaN,0,3,0,3,0,NaN,0,0,0,0,2,NaN,0,2,0,2,0,NaN,0,0,0,0
spock-core,0.7-groovy-2.0,592,"Oct, 2012",290,474,1.634482759,2.496540979,1,0,17,687,2.368965517,5.652424133,1,0,62,130,0.448275862,2.510685908,0,0,30,632,2.179310345,3.620718859,1,0,30,471,1.624137931,1.071865809,1,0,6,-5,-0.020920502,0.143418608,0,-1,0,3,0.010344828,0.101356978,0,0,1,1939,6.686206897,8.616079927,4,0,55,11937,41.16206897,50.06146336,22,0,325,1480,5.103448276,7.071776486,3,0,52,301,1.037931034,1.088764194,1,0,5,28,0.096551724,0.378014077,0,0,3,262,0.903448276,1.874336378,0,0,13,113,0.389655172,1.836734885,0,0,26,27,0.093103448,0.881344928,0,0,12,520,1.793103448,3.462895865,0,0,24,7,0.024137931,0.304698129,0,0,5,1539,5.306896552,8.204498346,2,0,61,73,0.251724138,3.021619984,0,0,51,22,0.075862069,0.970732671,0,0,16,144,0.496551724,2.320732905,0,0,30,0,0,0,0,0,0,1919,6.617241379,7.704875056,5,0,55,31,0.106896552,0.714860082,0,0,8,236,0.813793103,3.14138842,0,0,30,32,0.110344828,0.577756565,0,0,5,3156,10.88275862,15.97727774,6,0,111,1498,5.165517241,8.562826065,2,0,54,11455,39.5,37.54611928,28,0,249,3416,11.77931034,15.17622844,6,0,88,102,0.351724138,1.001942988,0,0,9,19,0.065517241,0.309901047,0,0,3,32052,110.5241379,316.9143419,1,0,1025,432,1.489655172,3.625395321,0,0,35,1588,5.475862069,7.69539723,3,0,55,1,0.003448276,0.058722022,0,0,1,200,0.689655172,2.344151941,0,0,24,447,1.54137931,2.955262416,1,0,30,1815,6.25862069,10.45332408,3,0,86,0,0,0,0,0,0,12541,43.24482759,176.3161051,1,0,1483,354,1.220689655,3.190533067,0,0,23,666,2.296551724,5.078108437,1,0,60,-5,-0.020920502,0.143418608,0,-1,0
spock-spring,0.7-groovy-2.0,18,"Oct, 2012",290,474,1.634482759,2.496540979,1,0,17,687,2.368965517,5.652424133,1,0,62,130,0.448275862,2.510685908,0,0,30,632,2.179310345,3.620718859,1,0,30,471,1.624137931,1.071865809,1,0,6,-5,-0.020920502,0.143418608,0,-1,0,3,0.010344828,0.101356978,0,0,1,1939,6.686206897,8.616079927,4,0,55,11937,41.16206897,50.06146336,22,0,325,1480,5.103448276,7.071776486,3,0,52,301,1.037931034,1.088764194,1,0,5,28,0.096551724,0.378014077,0,0,3,262,0.903448276,1.874336378,0,0,13,113,0.389655172,1.836734885,0,0,26,27,0.093103448,0.881344928,0,0,12,520,1.793103448,3.462895865,0,0,24,7,0.024137931,0.304698129,0,0,5,1539,5.306896552,8.204498346,2,0,61,73,0.251724138,3.021619984,0,0,51,22,0.075862069,0.970732671,0,0,16,144,0.496551724,2.320732905,0,0,30,0,0,0,0,0,0,1919,6.617241379,7.704875056,5,0,55,31,0.106896552,0.714860082,0,0,8,236,0.813793103,3.14138842,0,0,30,32,0.110344828,0.577756565,0,0,5,3156,10.88275862,15.97727774,6,0,111,1498,5.165517241,8.562826065,2,0,54,11455,39.5,37.54611928,28,0,249,3416,11.77931034,15.17622844,6,0,88,102,0.351724138,1.001942988,0,0,9,19,0.065517241,0.309901047,0,0,3,32052,110.5241379,316.9143419,1,0,1025,432,1.489655172,3.625395321,0,0,35,1588,5.475862069,7.69539723,3,0,55,1,0.003448276,0.058722022,0,0,1,200,0.689655172,2.344151941,0,0,24,447,1.54137931,2.955262416,1,0,30,1815,6.25862069,10.45332408,3,0,86,0,0,0,0,0,0,12541,43.24482759,176.3161051,1,0,1483,354,1.220689655,3.190533067,0,0,23,666,2.296551724,5.078108437,1,0,60,-5,-0.020920502,0.143418608,0,-1,0
spotbugs,3.1.10,37,"Dec, 2018",2522,3285,1.31242509,3.319496677,0,0,41,7453,2.977626848,8.610237505,0,0,140,1680,0.671194567,20.03666097,0,0,1000,6423,2.566120655,20.41206998,1,0,1000,4446,1.776268478,1.618082071,1,0,15,-111,-0.057128152,0.232147072,0,-1,0,108,0.043148222,0.30275843,0,0,4,14289,5.708749501,9.70003087,3,0,199,158274,63.23371954,155.7181993,23,0,4481,10671,4.263284059,8.440639952,2,0,198,3264,1.304035158,1.580206966,1,0,13,254,0.101478226,0.598500835,0,0,15,2536,1.013184179,2.942600695,0,0,49,2153,0.860167799,3.216107712,0,0,61,91,0.036356372,0.310804357,0,0,8,7598,3.035557331,9.119462839,0,0,228,105,0.04194966,0.402130262,0,0,9,21831,8.72193368,26.79749432,3,0,1000,1447,0.578106272,1.890114828,0,0,23,72,0.028765481,0.324787876,0,0,9,2752,1.099480623,20.09625349,0,0,1000,134,0.053535757,0.569974198,0,0,21,14926,5.963244107,10.42434237,3,0,193,113,0.045145825,0.601057728,0,0,22,2352,0.939672393,2.883834775,0,0,46,580,0.231721934,1.204109882,0,0,35,30074,12.01518178,24.0268753,3,0,273,11041,4.411106672,9.502954466,1,0,179,106574,42.57850579,57.6970378,21,0,1003,39206,15.66360368,36.05079436,5,0,816,1362,0.544147024,1.725215235,0,0,42,1109,0.443068318,6.699727294,0,0,332,129837,51.87255294,222.2020853,1,0,1025,10284,4.108669596,11.85494601,1,0,225,12787,5.108669596,8.846240556,3,0,198,1367,0.546144626,1.832779543,0,0,27,4281,1.710347583,5.393878536,0,0,96,3916,1.564522573,20.16071844,0,0,1000,27485,10.98082301,31.23931683,3,0,1000,0,0,0,0,0,0,118424,47.31282461,527.6327819,1,0,19493,1591,0.635637235,2.184871057,0,0,43,18373,7.34039153,29.33248845,2,0,1000,-111,-0.057128152,0.232147072,0,-1,0
